UsageData,BillingAmount,PaymentHistory,CustomerServiceInteractions,Complaints,PromotionsReceived,ContractType,ContractDuration,Age,Gender,Income,HouseholdSize,CustomerID,Churned_Month9
374.27519099381135,192.3908367423163,1,3,1,0,0,19,23,Female,44839,3,CUST0001,0
876.6147260011957,114.16155811416138,1,3,1,2,0,15,25,Male,30177,5,CUST0002,0
,165.73916505687706,1,3,1,2,0,16,67,Female,89813,3,CUST0003,0
547.2698994206094,62.99681342096406,1,5,1,3,0,15,41,Female,61563,5,CUST0004,0
670.5298661741126,150.62919950789285,1,0,2,0,0,15,69,Male,46066,5,CUST0005,0
32.72207957300943,,1,2,0,3,1,2,69,Female,99569,1,CUST0006,0
335.318003541068,139.8201882617915,1,3,2,0,0,8,61,Male,106225,5,CUST0007,0
306.69255632019633,57.45716613859375,1,3,2,2,1,15,52,Female,104236,1,CUST0008,0
608.1871246772866,64.63779479943801,1,5,1,0,1,24,23,Female,53261,1,CUST0009,0
689.3467591246398,199.1116680726924,1,0,2,1,1,24,63,Male,102935,3,CUST0010,0
21.10270909585776,197.15243971706093,1,0,2,1,1,24,38,Female,88406,3,CUST0011,0
,29.583775625364982,1,2,0,1,0,20,21,Male,93389,1,CUST0012,1
878.5164573416163,66.90716325740034,1,3,1,2,1,5,67,Male,71716,3,CUST0013,0
115.3460163233857,,1,4,1,3,1,14,29,Female,56001,4,CUST0014,1
159.74492742252266,161.4802420629761,1,3,2,1,1,6,38,Male,106938,2,CUST0015,0
,,1,5,2,0,1,16,59,Female,108606,3,CUST0016,0
884.0402336495329,65.49976642398549,1,4,0,2,1,5,44,Female,100445,2,CUST0017,0
50.63353234815937,,0,5,1,3,0,23,61,Male,60724,3,CUST0018,0
484.3979066477566,109.37616899150353,1,3,1,2,0,8,49,Female,55837,3,CUST0019,0
,141.59733365796393,1,3,2,0,0,16,36,Male,97244,2,CUST0020,0
332.4002421610006,139.33734599122698,0,0,2,2,1,7,60,Female,97189,4,CUST0021,0
921.7761799157677,21.535128500422694,0,1,0,0,1,13,37,Female,34262,4,CUST0022,0
552.3391983417869,198.1434263798012,1,4,1,1,0,10,54,Male,62497,5,CUST0023,0
387.61038842678,135.44380966557307,1,0,0,3,0,10,69,Female,89659,3,CUST0024,0
842.2401434873805,93.57781018284797,1,0,0,2,0,20,66,Female,40354,5,CUST0025,0
840.7323663068263,6.792827983722738,1,3,1,3,0,9,63,Male,50637,5,CUST0026,0
79.70832268348194,166.24678237515673,0,5,2,1,1,11,63,Male,92760,1,CUST0027,0
803.6476582263679,2.4214748172895373,1,4,0,3,1,17,32,Female,42143,2,CUST0028,0
377.12609419431243,124.61091969440794,1,4,2,1,1,3,57,Male,65906,5,CUST0029,1
424.95919413406625,43.449136343701575,1,4,2,1,0,21,50,Female,41246,2,CUST0030,0
760.2714031699658,176.00909856788937,1,2,1,0,0,6,33,Male,60696,3,CUST0031,0
,13.041249693672597,1,0,1,0,0,7,31,Female,49526,1,CUST0032,0
186.99419775046167,173.6600058151164,1,5,0,3,0,13,64,Female,44717,3,CUST0033,0
289.1355965660851,53.191102466242924,1,2,1,1,0,7,52,Female,76631,2,CUST0034,0
192.27956208648655,82.31496244729006,1,2,2,2,1,10,37,Male,50845,4,CUST0035,0
476.40206794017905,182.96410026854335,0,1,2,3,0,4,60,Male,94734,5,CUST0036,0
903.4557358676361,177.59430392697246,1,2,1,3,1,17,43,Male,47461,2,CUST0037,0
748.9084433418626,172.30806683754253,1,5,0,2,1,11,65,Male,86447,5,CUST0038,0
,136.45195873602665,1,1,1,2,0,3,58,Male,63316,1,CUST0039,0
132.59531312161366,33.09931512951445,1,2,0,2,0,1,20,Male,80522,4,CUST0040,0
617.0753658421654,28.144483851696876,1,1,0,0,0,24,34,Female,85756,2,CUST0041,0
955.979327493084,,1,4,1,3,0,9,35,Female,109577,3,CUST0042,0
803.1678954519658,81.32081474899351,0,5,1,3,1,23,65,Female,107020,3,CUST0043,1
75.21380610121075,,1,4,1,1,1,21,68,Female,111520,2,CUST0044,0
253.54661639411546,138.65579340979428,1,3,1,3,0,6,46,Male,72253,2,CUST0045,0
,117.48070876859387,1,1,2,1,0,23,43,Male,75471,2,CUST0046,0
554.1948957925196,167.98767287124898,1,0,2,1,0,11,20,Female,95959,3,CUST0047,0
483.69989095741937,,1,2,0,1,0,18,35,Male,57040,1,CUST0048,0
908.7388849760267,169.7590147245494,0,0,1,0,0,6,49,Female,107137,1,CUST0049,0
81.90060023714052,68.74509302404618,1,5,0,1,0,2,58,Male,96661,1,CUST0050,0
