UsageData,BillingAmount,PaymentHistory,CustomerServiceInteractions,Complaints,PromotionsReceived,ContractType,ContractDuration,Age,Gender,Income,HouseholdSize,CustomerID,Churned_Month3
401.8772512115221,189.95130652319455,1,0,2,1,1,4,46,Female,43027,3,CUST0001,0
760.4837890063665,18.75075131700048,1,2,0,2,1,1,29,Female,79439,3,CUST0002,0
82.47544399780415,187.6424906371958,1,0,1,2,1,1,37,Male,96778,3,CUST0003,0
,147.71691842439014,0,5,0,0,1,23,52,Male,106158,3,CUST0004,0
419.09345607485784,54.97374169590432,1,1,2,3,1,14,30,Female,96041,2,CUST0005,0
375.0100712231057,178.78502389021943,0,0,2,1,1,9,69,Male,115617,4,CUST0006,0
488.97390473890346,,1,4,1,0,1,21,66,Female,108329,4,CUST0007,1
489.6084310174307,196.6904169540627,1,4,0,2,1,16,32,Female,88905,4,CUST0008,0
,155.48977426803037,1,2,1,1,0,16,47,Female,83476,3,CUST0009,0
489.70600986443645,,1,5,0,2,0,16,59,Male,61079,1,CUST0010,0
157.83934224928785,136.97486386814938,1,1,1,3,0,10,24,Female,54145,5,CUST0011,0
85.94308991342292,194.71289706345726,1,5,0,1,1,12,48,Male,83185,5,CUST0012,0
556.2449345170369,69.1181084666807,1,3,0,1,0,22,57,Male,108006,1,CUST0013,0
848.662578493705,88.63992872039516,1,3,0,0,0,13,57,Female,40015,5,CUST0014,0
315.9964334787487,168.63946260126318,1,3,0,0,1,11,66,Male,65445,2,CUST0015,0
,89.85202476032212,0,2,2,2,0,20,60,Female,98892,5,CUST0016,0
318.8755869314982,,1,2,1,2,0,5,54,Male,89726,1,CUST0017,0
,130.06111372293122,1,3,0,0,1,22,51,Female,65032,4,CUST0018,0
813.1692101696324,69.35187554095685,0,5,1,1,1,1,56,Male,112946,2,CUST0019,0
,,1,4,1,0,0,1,51,Male,82579,4,CUST0020,1
331.96700327239927,21.35341212239874,1,0,2,0,0,16,35,Male,108801,3,CUST0021,1
75.76319566370194,98.60786884134582,1,2,2,2,1,13,32,Female,72671,5,CUST0022,0
925.1649168893508,147.99885439883914,1,4,1,2,0,19,31,Male,67832,4,CUST0023,0
985.6742189788216,179.18861034095576,1,2,1,2,0,17,18,Female,34290,4,CUST0024,0
590.9437152181129,149.86874333981444,1,0,2,2,1,12,65,Female,64229,3,CUST0025,0
817.8474877171542,187.10383394327522,0,3,0,2,0,6,56,Male,72637,4,CUST0026,0
621.4164168800479,149.6693803406057,0,0,2,1,0,22,28,Male,85027,4,CUST0027,0
,60.2966604430087,1,0,0,1,1,9,44,Male,64268,2,CUST0028,0
331.50597531677795,167.68056566710567,1,2,2,0,0,15,41,Female,68390,1,CUST0029,0
707.6863900016308,108.11696032740483,0,5,1,3,0,8,67,Male,87191,4,CUST0030,0
680.3565738773451,141.69981462653882,1,4,0,2,0,13,27,Female,69454,1,CUST0031,0
986.510131189314,58.940415404823995,1,0,1,0,0,10,66,Male,107942,4,CUST0032,0
,196.35191342578133,0,4,1,2,1,6,53,Female,77064,4,CUST0033,0
,122.80748353142516,1,1,1,2,1,19,24,Female,44008,2,CUST0034,0
553.4889133701915,171.885114787684,1,0,0,1,0,7,66,Male,64852,5,CUST0035,0
,182.98336072764783,1,3,0,2,0,13,58,Female,43652,3,CUST0036,0
14.895454381705031,,1,3,2,3,0,11,52,Female,58668,4,CUST0037,0
725.7768460292066,151.893433960613,0,1,2,2,1,19,30,Female,33626,4,CUST0038,0
225.3681447838728,185.8287289896953,1,1,2,1,0,5,37,Female,60580,2,CUST0039,0
513.8501425860245,51.32099808586486,1,1,2,3,1,17,69,Female,74099,5,CUST0040,0
709.2434323411926,61.462436805245545,1,1,0,3,1,11,54,Male,76967,3,CUST0041,0
,,1,5,2,1,0,23,51,Female,89568,2,CUST0042,0
736.9452741042547,64.5318901865636,1,2,1,2,1,6,35,Male,87876,3,CUST0043,0
809.6952498828281,46.93310249980907,1,0,0,0,0,7,24,Female,35497,2,CUST0044,0
,10.278832630408363,1,4,0,2,1,6,20,Male,75272,2,CUST0045,0
415.44309143655965,78.18475492559833,1,4,1,2,1,5,22,Female,106310,4,CUST0046,0
,175.46398156659438,1,1,0,2,0,5,37,Female,73951,4,CUST0047,0
640.2540406377061,53.390160318465306,1,5,2,3,1,20,28,Male,31720,1,CUST0048,1
244.56010272047834,198.17138846742102,0,3,0,2,0,4,43,Female,90471,1,CUST0049,0
13.6471985440606,5.621902767205222,1,0,0,3,0,21,61,Female,84078,5,CUST0050,0
44.658617564491855,46.891714852880064,1,2,2,3,1,2,36,Male,101154,1,CUST0051,0
163.28692615981265,115.06616700027514,1,3,0,1,1,17,35,Male,33584,3,CUST0052,0
,159.16799793081313,0,4,2,1,0,20,21,Female,70416,1,CUST0053,0
568.4393098311098,108.03357887441989,1,5,1,1,1,22,42,Male,45188,5,CUST0054,0
545.9196544587464,12.010636777113026,0,4,1,3,1,23,60,Male,81910,2,CUST0055,0
814.7789691315286,79.86198483034075,1,0,0,2,1,3,65,Female,98626,4,CUST0056,0
,,1,0,1,2,1,16,24,Male,66609,2,CUST0057,0
,17.78840445042129,1,2,0,1,0,16,18,Female,74815,1,CUST0058,1
764.9081676830854,103.02902884754957,1,1,2,2,1,15,42,Male,55381,4,CUST0059,0
421.26650307951195,129.1141154436247,1,2,1,0,1,22,33,Male,69515,2,CUST0060,0
924.5356473106929,199.17638822842608,1,4,0,0,0,5,32,Male,89128,1,CUST0061,1
,43.33213285808355,0,4,1,2,0,24,52,Female,85231,5,CUST0062,1
586.7615656977985,188.7532648889918,1,2,1,0,1,18,66,Female,102847,3,CUST0063,0
757.9300095828795,91.98265418255698,1,3,1,1,0,11,18,Female,65153,3,CUST0064,1
613.7564446025292,11.383371906115691,1,1,0,3,1,24,35,Male,30793,4,CUST0065,0
,170.5381497195452,1,1,1,0,0,1,25,Male,68553,2,CUST0066,0
355.9442380057124,,1,0,1,0,1,16,35,Female,104215,1,CUST0067,0
65.6981313692765,19.369363122919193,1,1,2,1,0,5,35,Male,110126,1,CUST0068,1
,,1,0,2,1,0,18,45,Male,97048,4,CUST0069,0
140.18817434899046,79.27986896286666,1,5,1,1,1,21,43,Male,63832,1,CUST0070,0
99.76961733637779,41.135705485021234,1,1,1,3,1,21,53,Female,64459,3,CUST0071,0
815.05349273948,32.45362551461004,1,2,1,0,0,17,69,Male,83503,4,CUST0072,0
,171.86346118347862,1,4,0,1,1,10,43,Female,36829,1,CUST0073,0
300.9881642616343,96.18054419612056,1,0,0,1,1,2,63,Female,95230,2,CUST0074,1
203.9369914946082,,1,4,2,0,1,14,23,Male,45617,1,CUST0075,0
977.6041884127594,160.6374877792928,1,0,1,3,1,15,53,Female,89885,5,CUST0076,0
,85.2463497728239,0,2,1,1,0,8,58,Male,115778,4,CUST0077,0
705.869405052678,26.74958551967086,0,3,0,3,0,10,27,Male,65122,1,CUST0078,0
,20.455869682196326,0,2,1,0,0,6,20,Female,30122,4,CUST0079,1
