UsageData,BillingAmount,PaymentHistory,CustomerServiceInteractions,Complaints,PromotionsReceived,ContractType,ContractDuration,Age,Gender,Income,HouseholdSize,CustomerID,Churned_Month1
880.9229703211414,,1,2,0,0,1,16,18,Male,57732,2,CUST0001,0
,176.1447251913149,1,1,0,2,1,12,51,Male,84085,3,CUST0002,0
311.7631909760996,145.69017110784873,1,2,0,0,0,15,21,Female,51898,5,CUST0003,0
414.41277298410563,105.30521695441195,1,4,1,3,1,13,23,Male,72227,3,CUST0004,0
244.6970276783871,52.3083189956826,1,5,2,3,0,17,41,Female,37707,1,CUST0005,0
549.6249695472181,70.5079065132207,1,5,1,0,1,24,49,Female,110765,5,CUST0006,0
,93.18395864541247,0,1,1,3,0,8,64,Female,67488,4,CUST0007,0
935.2181080142898,2.2234358768333795,1,5,0,1,1,17,54,Male,107210,4,CUST0008,0
361.973971988064,121.02464273881044,1,2,0,2,0,22,45,Female,65815,5,CUST0009,0
493.6517678915359,10.565750562776577,1,4,0,0,1,1,27,Male,82109,2,CUST0010,0
887.4937841436865,86.75063197517836,1,5,1,2,1,12,31,Male,35579,3,CUST0011,0
776.9929816212058,133.48998650822082,1,5,1,2,0,7,40,Male,93890,4,CUST0012,0
524.5409425155657,,1,1,0,1,1,19,56,Male,65090,4,CUST0013,0
,,1,5,2,2,1,13,55,Female,107029,5,CUST0014,0
77.12142565598367,45.33296294915827,1,5,0,3,0,13,45,Male,77692,4,CUST0015,0
696.1029556321032,10.859954581343523,1,3,1,1,1,12,58,Male,56073,1,CUST0016,0
261.6634144805647,,1,4,1,0,1,10,58,Female,90962,5,CUST0017,1
776.1413201417856,113.640804098706,1,3,1,0,0,8,64,Female,73818,1,CUST0018,0
,,1,1,1,3,1,8,62,Male,118185,5,CUST0019,0
164.4172140847896,143.47528186514737,1,4,2,2,1,18,18,Male,27573,1,CUST0020,0
661.6548769193256,84.67106647399574,1,5,0,0,1,23,53,Female,70806,3,CUST0021,0
238.3269386604392,86.06959151305537,1,4,0,1,0,12,47,Male,62946,3,CUST0022,0
994.9406209329244,61.32349810617039,0,5,2,2,1,1,45,Female,111918,5,CUST0023,0
761.8442766928965,150.8759393953841,1,2,2,2,0,18,32,Male,40806,3,CUST0024,0
,68.94605018759317,1,3,1,3,1,17,65,Male,113964,3,CUST0025,0
,66.081175213236,1,3,2,1,0,4,46,Male,69097,5,CUST0026,0
,,1,4,1,3,1,15,56,Female,106384,5,CUST0027,0
510.12259943316764,,1,4,0,2,0,16,56,Male,53062,4,CUST0028,0
