UsageData,BillingAmount,PaymentHistory,CustomerServiceInteractions,Complaints,PromotionsReceived,ContractType,ContractDuration,Age,Gender,Income,HouseholdSize,CustomerID,Churned_Month12
281.86333730771094,77.97916538462715,1,4,0,1,0,9,47,Male,57460,5,CUST0001,0
721.9424781723455,120.34243977985402,1,3,0,2,1,13,51,Female,80120,2,CUST0002,0
963.0546573708318,159.02426054411734,1,0,2,2,1,5,36,Female,81747,1,CUST0003,0
,,0,1,0,3,1,13,53,Male,77975,4,CUST0004,0
706.5038079644237,91.9288078460803,1,2,1,1,1,15,31,Female,35677,2,CUST0005,0
847.023228331435,,0,1,1,1,1,7,38,Female,64426,5,CUST0006,0
553.496660910907,,1,0,2,1,0,1,64,Male,115480,4,CUST0007,0
402.05575688936966,,1,3,2,2,1,3,47,Female,84644,4,CUST0008,0
990.1987683795747,14.603063363071843,1,4,0,3,0,23,22,Female,104393,3,CUST0009,0
,147.18917897895474,0,5,0,2,0,24,60,Male,96137,2,CUST0010,0
309.8287608906637,,1,4,0,3,0,23,50,Female,72489,2,CUST0011,0
231.13192346241473,143.11409615185127,0,2,0,3,1,13,40,Female,50480,5,CUST0012,0
265.57679308409246,130.01224177953537,0,3,0,2,1,14,62,Female,103142,1,CUST0013,0
702.6614787171283,36.09021303659983,1,0,1,0,0,10,61,Female,116448,5,CUST0014,0
89.47988714470645,143.17626521028973,1,4,0,3,1,18,20,Female,32274,2,CUST0015,0
744.1936477912288,133.3070268116385,1,3,1,1,0,1,63,Female,116929,3,CUST0016,0
,67.8825313079831,1,3,0,0,0,19,28,Female,92689,4,CUST0017,0
934.4022426856261,157.49327878909625,1,4,2,0,1,11,58,Female,103320,4,CUST0018,0
463.19646431750095,,0,3,2,1,0,11,25,Male,59428,3,CUST0019,0
,131.70936028665787,1,2,1,0,0,24,18,Female,50939,2,CUST0020,0
815.6123905912424,197.98148119418843,1,2,0,2,1,1,35,Male,93583,5,CUST0021,0
91.96347030647777,,1,1,0,1,1,20,57,Male,62821,5,CUST0022,0
,189.03723259884936,1,4,0,0,0,17,63,Male,108633,1,CUST0023,0
679.858221590732,167.6605267616762,1,1,1,0,1,18,20,Male,69654,3,CUST0024,0
488.5420784583104,185.61458446784562,1,0,2,3,1,16,52,Female,104771,2,CUST0025,0
,117.80959425652304,0,1,1,2,0,14,55,Female,69723,1,CUST0026,0
,,1,2,2,2,0,12,22,Female,97006,4,CUST0027,0
270.67640379011704,144.04921836466406,1,4,0,2,0,7,46,Female,111968,1,CUST0028,0
546.2648148942221,,1,2,2,1,0,14,49,Female,47385,1,CUST0029,0
819.5859531022385,145.56061951381855,1,2,0,0,1,10,44,Female,47053,3,CUST0030,0
,116.72587074979377,1,2,0,3,0,13,30,Female,29263,2,CUST0031,0
64.92327431546674,84.08122709824531,1,4,0,0,1,23,30,Female,32293,2,CUST0032,1
167.85543692512294,192.7868581297117,1,0,2,2,0,22,55,Male,48344,2,CUST0033,0
290.43855509423287,,1,4,0,2,0,23,64,Male,51078,1,CUST0034,0
73.99757234668681,,1,1,2,2,0,14,18,Male,45752,5,CUST0035,0
31.482771044058723,38.35177026715382,0,4,0,3,1,1,63,Male,59371,2,CUST0036,0
989.4184855941434,178.80873703462694,1,2,2,1,0,11,27,Female,103620,3,CUST0037,0
538.588373369116,88.68345774978228,1,3,0,0,1,6,39,Male,38614,2,CUST0038,0
678.1098683282002,,1,2,2,0,1,17,32,Male,84525,5,CUST0039,0
575.5314706533422,110.36657873787192,1,0,1,0,1,10,42,Female,110417,3,CUST0040,0
15.958400115004157,,1,4,2,1,0,20,65,Male,54170,5,CUST0041,0
,98.84914355042373,1,0,2,1,1,1,59,Male,113421,4,CUST0042,0
286.1411342786845,12.077853748085277,0,4,0,0,0,22,36,Female,58639,1,CUST0043,0
686.2045368873453,57.96821909683854,1,3,0,2,0,10,25,Male,35019,2,CUST0044,1
620.471478000372,,1,4,1,2,1,5,57,Male,79553,1,CUST0045,0
